Last Name,First Name,Real Last,Real First,Alternate Names?,Nationality,Jewish?,Gender,Links for Further Info,Known for,Fields,Import (1=lowest 5=highest),Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With/At,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Gersten,Bertha,,,,"EE Jewish, American",y,f,http://jwa.org/encyclopedia/article/gersten-berta,Yiddish theater and film actor,"Theater, Film, Acting",2,Jacob Ben-Ami,Romantically involved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Folksbiene,Actor,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Green,Performed with,Yitzkhok Grudberg,Performed with,Misha German,Performed with,Lucy German,Performed with,Reuven Vendorf,Performed with,Pola Valter,Performed with,Moyshe Feder,Performed with,Yankev Mestel,Performed with,Osip Dimov,Performed with,Maurice Schwartz,Performed with,Paul Baratoff,Performed with,Luba Kadison,Performed with,Jacob Ben-Ami,Performed with,Julius Adler,Performed with,Avrom Taytlboym,Performed with,Misha Fishzon,Performed with,Leib Kadison,Performed with,Stella Adler,Performed with,Boris Aronson,Performed with,Noah Nachbush,Performed with,Zvi Scooler,Performed with,Paul Baratoff,Performed with,Celia Adler,Performed with,Baruch Lumet,Performed with,Sam Leve,Performed with,Dovid Likht,Performed with,Yankev Blayfer,Performed with,Ester Neroslavska,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Fela Biro,Performed with,Klara Segalovitch,Performed with,Leonid Sniegov,Performed with,Ester Orzevskaya,Performed with,Alex Stein,Performed with,Charlotte Goldstein Chafran,Performed with,Pepi Urich,Performed with,Helen Zelinskaya,Performed with,Wolf Zilberberg,Performed with,Menasha Skulnik,Performed with,Shloyme Krause,Performed with,Louis Weisberg,Performed with,Alex Chertov,Performed with,Mark Schweid,Performed with,Gustav Schacht,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glagolin,Boris,,,,Russian,n,m,"https://ru.wikipedia.org/wiki/Глаголин,_Борис_Сергеевич",Russian actor and director,"Theater, Film, Acting, Directing",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayakovsky Theater,Actor,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,Yiddish Art Theater,Director,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avrom Morevsky,Teacher,Mikhail Chekhov,Teacher,Zygmunt Turkow,Director,Alex Chertov,Director,Olya Libert-Lubotsky,Performed with,Maurice Schwartz,Director,Michio Itō,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godik,Władysław,,,"Willy Godnick, Willy Godik",EE Jewish,y,m,https://en.wikipedia.org/wiki/Władysław_Godik,"Polish, Russian, Hebrew, and Yiddish actor and director","Theater, Acting, Directing",2,Ola Lilith,Husband,,,,,,,,,,,,,,,Y.L. Peretz,,,,,,,,Hazomir,Amateur club,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,Habimah,Actor,Hebrew,Moscow,55.755826,37.617301,,,,,,,,,,,,,Azazel ,Founder,Yiddish,Warsaw,52.229676,21.012229,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,Sambatyon,Actor,Yiddish,Vilna,54.687156,25.279651,Melokhishe Yidishe Miniatur-Teater,Actor,Yiddish,Bialystok,53.132489,23.16884,Hazomir,Actor,Yiddish,Warsaw,52.229676,21.012229,Folks un yugnt teater,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,Zygmunt Turkow,Performed with,Ester-Rokhl Kaminska,Performed with,Avrom Morevsky,Performed with,Klara Segalovitch,Performed with,Avrom Morevsky,Performed with,Mikhl Vaykhert,Performed with,Mordechai Mazo,Performed with,Leon Schiller,Performed with,Daniel Shapiro,Performed with,Ester Goldnberg,Performed with,Shloyme Kon,Performed with,Max Wiskind,Performed with,Aaron Zeitlin,Performed with,Jacob Rotbaum,Performed with,Władysław Weintraub,Performed with,Adam Domb,Performed with,Ida Kaminska,Performed with,Henrik Tarlo,Performed with,Sonia Altboym,Performed with,Ruth Turkow,Performed with,Yonas Turkow,Performed with,Moyshe Lipman,Performed with,Diana Blumenfeld,Performed with,Yankev Mansdorf,Performed with,Nokhum Melnik,Performed with,Lidia Pototska,Performed with,Falie Goldhirsh,Performed with,Tea Artsishevska,Performed with,Miriam Lipska-Mansdorf,Performed with,Simkhe Vaynshtok,Performed with,Dovid Birnboym,Teacher,Avrom Eyzenberg,Performed with,Zalmen Hirshfeld,Teacher,Henekh Kon,Performed with,Basheva Kremer,Teacher,Yankev Kurlender,Teacher,Moyshe Potashinski,Teacher,Hersh Poznanski,Performed with,Ester Rapel,Teacher,A. Roytman,Performed with,Isaac Samberg,Performed with,Henrik Galeen,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldfaden,Avrom,,,,EE Jewish,y,m,http://www.yivoencyclopedia.org/article.aspx/Goldfadn_Avrom,"Yiddish director, actor, poet, and playwright","Theater, Acting, Directing, Literature, Playwriting",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Edelstein,Director,Itzikl Goldnberg,Director,Jacob P. Adler,Director,Bertha Kalich,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldstein,Jenny,,,Jennie Goldstein,American,y,f,http://jwa.org/encyclopedia/article/goldstein-jennie,Yiddish theater actor and singer,"Theater, Acting, Music",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dovid Herman,Performed with,Julius Adler,Performed with,Reuven Vendorf,Performed with,Molly Pickus,Performed with,Avrom Taytlboym,Performed with,Alex Chertov,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldstein Chafran,Charlotte,,,,American,y,f,http://www.museumoffamilyhistory.com/yt/lex/G/goldstein-charlotte.htm,Yiddish actor,"Theater, Acting",1,Annie Shapiro,Granddaughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Avrom Taytlboym,Performed with,Luba Kadison,Performed with,Leib Kadison,Performed with,Bertha Gersten,Performed with,Misha Fishzon,Performed with,Reuven Vendorf,Performed with,Julius Adler,Performed with,Paul Baratoff,Performed with,Helen Zelinskaya,Performed with,Ida Garber,Performed with,Noah Nachbush,Performed with,Leah Naomi,Performed with,Shloyme Krause,Performed with,Benjamin Fishbein,Performed with,Louis Weisberg,Performed with,Alex Chertov,Performed with,Gustav Schacht,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwins,Leslie,,,,British,n,m,https://en.wikipedia.org/wiki/Leslie_Goodwins,British film director and screenwriter,"Film, Directing, Screenwriting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Director,Maureen O'Hara,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorelik,Mordecai,,,,American,y,m,https://en.wikipedia.org/wiki/Mordecai_Gorelik,American theater designer and educator,"Theater, Set Design, Costume Design, Lighting Design, Theater Education",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Designer,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Provincetown Players,Designer,English,"Provincetown, MA",42.058441,-70.178643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Designer,Celia Adler,Designer,Joseph Green,Designer,Alex Chertov,Designer,Mark Schweid,Designer,Sidney Kingsley,Designer,Martin Ritt,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorlitska-Reynglas,Zisl,,,,EE Jewish,y,f,http://www.museumoffamilyhistory.com/yt/lex/G/gorlitska-reinglass-zisl.htm,Yiddish actor,"Theater, Acting",1,Yankev Reynglas,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankev Reynglas,Performed with,Moyshe Broderzon,Performed with,Henekh Kon,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotheiner,Zvi,,,,"Israeli, American",y,m,http://www.zvidance.com,Israeli and American Dancer and choreographer,Dance,3,,,,,,,,,,,,,,,,,Gertrud Kraus,Maggie Black,,,,,,,,,,,,,,,,,,,,,,,,,ZviDance,Founder,English,New York,40.759288,73.989019,,,,,,,,,,,,,Batsheva Dance Company,Performed with,Hebrew,Tel Aviv,32.085301,34.781768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamar Ramle Dance Company,Founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gould,Elliot,Goldstein,,,American,y,m,https://en.wikipedia.org/wiki/Elliott_Gould,American film and television actor,"Film, TV, Acting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankev Blayfer,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granovsky,Alexander,,,"Aleksandr Granovskii, Alexis Granovsky, Alexi Granovsky",Russian,y,m,http://www.yivoencyclopedia.org/article.aspx/Granovskii_Aleksandr_Mikhailovich,Yiddish theater and film director,"Theater, Film, Directing",4,,,,,,,,,,,,,,,,,Max Reinhardt,,,,,,,,,,,,,,,,,,,,,,,,,,GOSET,Director,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,Deutsches Theater,Director,German,Berlin,52.51723,13.32265,,,,A kamer teater,Founder,Yiddish,St. Petersburg,59.93428,30.335099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marc Chagall,Director,Solomon Mikhoels,Director,Natan Altman,Director,Moyshe Feder,Director,Yankev Gertner,"Director, teacher",Lea Rotbaum,Director,Mendl Elkin,Co-Founder,A. Vayter,Co-Founder,Jenny Epstein,"Teacher, Director",Fela Biro,Performed with,Morits Norvid,Director,Sara Rotbaum,Director,Sami Feder,Teacher,S. Zh. Shidlover,Performed with,Shmuel Sheftel,Director,Yosef Shayn,Director,Yankev Shidlo,Director,Egon Brecher,Performed with,Wolf Barzel,Performed with,Leonid Sniegov,Performed with,Yankev Mestel,Performed with,Dovid Tselmayster,Performed with,Misha Rapel,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant,Cary,Leach,Archibald Alexander,,"British, American",n,m,https://en.wikipedia.org/wiki/Cary_Grant,American theater and film actor,"Theater, Film, Acting",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leola Vendorf,Performed with,Jayne Mansfield,Performed with,Gary Cooper,Performed with,Delmer Daves,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graubart,Judy,,,,American,y,f,https://en.wikipedia.org/wiki/Judy_Graubart,American television and film actor,"TV, Film, Acting",1,Wolf Barzel,Niece,Bob Dishy,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Second City,Actor,English,Chicago,41.878114,-87.629798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morgan Freeman,Performed with,Rita Moreno,Performed with,Bill Cosby,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gronemann,Sammy,,,,"German, Israeli",y,m,https://de.wikipedia.org/wiki/Sammy_Gronemann,German writer,"Literature, Playwriting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gropius,Walter,,,,German,n,m,https://en.wikipedia.org/wiki/Walter_Gropius,German architect,Architecture,5,,,,,,,,,,,,,,,,,Peter Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhaus,Teacher,German,Weimar,50.97404,11.32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Behrens,Student,Le Corbusier,Colleague,Ludwig Mies van der Rohe,Colleague,Vasily Kandinsky,Colleague,Paul Klee,Colleague,Szymon Syrkus,Teacher,Marcel Breuer,Teacher,Harvard Graduate School of Design,Professor,Oskar Schlemmer,Colleague,Hannes Meyer,Colleague,Erwin Piscator,Architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gurevitz,Miriam,,Manya,Maria Gurenko (Ukrainian stage name),"EE Jewish, American",y,f,http://www.museumoffamilyhistory.com/yt/lex/G/gurewitz-miriam.htm,"Yiddish actor, Ukrainian Actor","Acting, Theater",1,Shloyme Krause,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fareynikte trupe,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shloyme Krause,Performed with,Ester Rokhl Kaminska,Performed with,Y.L. Peretz,Performed with,Itzikl Goldnberg,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guter,Johannes,,,,Latvian,n,m,https://en.wikipedia.org/wiki/Johannes_Guter,German silent film director,"Film, Directing",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avrom Morevsky,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guthrie,Tyrone,,,,British,n,m,https://en.wikipedia.org/wiki/Tyrone_Guthrie,British director,"Theater, Directing",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theatre Guild,Director,English,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Director,Gene Saks,Director,David Vardi,Director,Wolf Barzel,Director,Stella Adler,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackman,Gene,,,,American,n,m,https://en.wikipedia.org/wiki/Gene_Hackman,American actor,"Film, Acting, Theater",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren Beatty,Performed with,Diane Keaton,Performed with,Jack Nicholson,Performed with,Joseph Buloff,Performed with,Sidney J. Lurie,Performed with,Kevin Costner,Performed with,Tom Cruise,Performed with,Nathan Lane,Performed with,Robin Williams,Performed with,Sidney J. Furie,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hagen,Uta,,,,"German, American",n,f,https://en.wikipedia.org/wiki/Uta_Hagen,American actor and acting teacher,"Theater, Film, Acting, Theater Education",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Sanford Meisner,Performed with,Harold Clurman,Performed with,Eva Le Gallienne,Performed with,Alfred Lunt,Performed with,Lynn Fontanne,Performed with,Marlon Brando,Performed with,Matthew Broderick,Teacher,Whoopi Goldberg,Teacher,Jack Lemmon,Teacher,Jon Stewart,Teacher,Al Pacino,Teacher,Judy Garland,Teacher,Paul Robeson,Performed with,Liza Minnelli,Teacher,Sigourney Weaver,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halpern,Dina,,,,"EE Jewish, American",y,f,http://articles.chicagotribune.com/1989-02-20/news/8903060794_1_yiddish-stage-chicago-lyric-opera-national-treasure,Yiddish actor,"Theater, Acting",2,Ida Kaminska,Niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second Avenue Theater,Actor,Yiddish,New York,40.730953,-73.985976,,,,,,,,,,,,,Dovid Herman Theater,"Actor, Director",Yiddish,Melbourne,-37.814107,144.963281,,,,Unzer teater (Vilna),Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michał Waszyński,Performed with,Leon Liebgold,Performed with,Lili Liliana,Performed with,Avrom Morevsky,Performed with,Isaac Samberg,Performed with,Judith Berg,Performed with,Zygmunt Turkow,Performed with,Yitzkhok Grudberg,Performed with,Henryk Szaro,Performed with,Rokhl Holtzer,Performed with,Shimon Dzigan,Performed with,Yisroel Shumacher,Performed with,Khavel Buzgan,Performed with,Ruth Turkow,Performed with,Klara Segalovitch,Performed with,Henekh Kon,Performed with,Gershon Lemberger,Performed with,Moyshe Lipman,Performed with,Alter Kacyzne,Performed with,Henekh Kon,Performed with,Jacob Bergrin,Performed with,Wolf Barzel,Performed with,Yitzkhok Dogim,Performed with,Ida Kaminska,Performed with,Yonas Turkow,Performed with,Paul Breitman,Performed with,Isaac Schlossberg,Performed with,Mordechai Yachson,Performed with,Yoysef Shlivniak,Performed with,Maurice Schwartz,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison,Rex,,Reginald Carey,,English,n,m,https://en.wikipedia.org/wiki/Rex_Harrison,English theater and film actor,"Film, Theater, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlton Heston,Performed with,Richard Burton,Performed with,Ming Cho Lee,Performed with,Julie Andrews,Performed with,Audrey Hepburn,Performed with,Elizabeth Taylor,Performed with,Lynn Redgrave,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayes,Helen,,,,American,n,f,https://en.wikipedia.org/wiki/Helen_Hayes,American theater and film actor,"Theater, Film, Acting",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Fred Astaire,Performed with,David Belasco,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayworth,Rita,,,,American,n,f,https://en.wikipedia.org/wiki/Rita_Hayworth,American film actor and dancer,"Film, Acting, Dance",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Luther Adler,Performed with,Gene Kelly,Performed with,Fred Astaire,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heifetz,Jascha,,,,"EE Jewish, American",y,m,https://en.wikipedia.org/wiki/Jascha_Heifetz,American violinist,Music,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Edgar G. Ulmer,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
