Last Name,First Name,Real Last,Real First,Alternate Names?,Nationality,Jewish?,Gender,Links for Further Info,Known for,Fields,Import (1=lowest 5=highest),Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With/At,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Redgrave,Lynn,,,,English,n,f,https://en.wikipedia.org/wiki/Lynn_Redgrave,English theater actress,"Theater, Acting, Film, TV",2,Vanessa Redgrave,Sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woody Allen,Performed with,Baruch Lumet,Performed with,Gene Wilder,Performed with,Burt Reynolds,Performed with,Tom Stoppard,Performed with,Mary Tyler Moore,Performed with,Rex Harrison,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reicher,Emanuel,,,,German,n,m,https://en.wikipedia.org/wiki/Emanuel_Reicher,German theater actor,"Theater, Acting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewish Art Theater,Founder,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Co-founder,Louis Bromberg,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhardt,Max,,,,"Austrian, American",y,m,https://en.wikipedia.org/wiki/Max_Reinhardt,Austrian and American theater and film director,"Theater, Directing, Theater Education",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Reinhardt Seminar,Founder,German,Vienna,48.189588,16.312573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudolph Schildkraut,Director,Stella Adler,Director,Arnold Szyfman,Teacher,Mikhl Vaykhert,Teacher,Alexander Granovsky,Teacher,Klara Meisels,Teacher,Yankev Blayfer,Teacher,Baruch Lumet,Director,Sidney Lumet,Director,Lidia Pototska,Director,Alexander Moissi,Director,Bela Daniel,Teacher,Benjamin Zemach,Director,Mark Schweid,Director,Charles Adler,Director,Norman Bel Geddes,Director,Claudia Vall,Director,Sara Rotbaum,Teacher,Gertrud Bodenwieser,"Director, Performed with",Kurt Weill,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rexite,Seymour,,,Seymour Rechtzeit,American,y,m,https://en.wikipedia.org/wiki/Seymour_Rexite,Yiddish actor and singer,"Theater, Film, Music, Acting",3,Miriam Kressyn,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon Liebgold,Performed with,Lili Liliana,Performed with,Leo Fuchs,Performed with,Miriam Kressyn,Performed with,Moyshe Feder,Performed with,Joseph Buloff,Performed with,Fyvush Finkel,Performed with,Menasha Skulnik,Performed with,Leo Fuchs,Performed with,Leon Liebgold,Performed with,Mordechai Yachson,Performed with,Reuven Vendorf,Performed with,Moyshe Zilbershteyn,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynolds,Burt,,,Burton Leon Reynolds,American,n,m,https://en.wikipedia.org/wiki/Burt_Reynolds,American film actor and director,"Film, Acting, Directing",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woody Allen,Performed with,Baruch Lumet,Performed with,Gene Wilder,Performed with,Lynn Redgrave,Performed with,Charlton Heston,Performed with,Rod Steiger,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritt,Martin,,,,American,y,m,https://en.wikipedia.org/wiki/Martin_Ritt,American film director and actor,"Film, Acting, Directing, Theater",3,,,,,,,,,,,,,,,,,Baruch Lumet,,,,,,,,,,,,,,,,,,,,,,,,,,Group Theater,Actor,English,New York,40.759288,73.989019,,,,,,,,,,,,,Habimah,Manager,Hebrew,New York,40.759288,73.989019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Director,Paul Newman,Director,Susan Strasberg,Director,Eli Wallach,Director,Elia Kazan,Performed with,Mordecai Gorelik,Performed with,Edward G. Robinson,Director,Howard Da Silva,Director,William Shatner,Director,James Earl Jones,Director,Sally Field,Director,Woody Allen,Director,Rip Torn,Director,Harold Clurman,Performed with,Luther Adler,Performed with,Morris Carnovsky,Performed with,Lee J. Cobb,Performed with,John Garfield,Performed with,Jane Fonda,Director,Robert De Niro,Director,Sean Connery,Director,Angela Lansbury,Director,Sidney Poitier,Director,Yul Brynner,Performed with,Sanford Meisner,Performed with,Sylvia Sidney,Performed with,Jo Mielziner,"Performed with, Director",Sam Leve ,Performed with,Hanna Rovina,Manager,David Vardi,Manager,Kirk Douglas,Director,Zero Mostel,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbins,Jerome,Rabinowitz,Jerome,,American,y,m,https://en.wikipedia.org/wiki/Jerome_Robbins,"American choreographer, theater producer, director, theater and television","Theater, Dance, Producing, Directing, TV",5,,,,,,,,,,,,,,,,,Cheryl Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ester Neroslavska,Performed with,Maurice Schwartz,Performed with,Julius Adler,Performed with,Leah Naomi,Performed with,Helen Beverly,Performed with,Zvi Scooler,"Performed with, Director",Reuven Vendorf,Performed with,Avrom Taytlboym,Performed with,Fela Biro,Performed with,Baruch Lumet,Director,Luther Adler,Director,Boris Aronson,Director,Manny Azenberg,Director,Cheryl Crawford,Director,Fyvush Finkel,Director,Ming Cho Lee,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson,Edward G.,,,,"EE Jewish, American",y,m,https://en.wikipedia.org/wiki/Edward_G._Robinson,American film actor,"Film, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theatre Guild,Actor,English,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Arthur Hopkins,Performed with,Harold Clurman,Performed with,Lynn Fontanne,Performed with,Alfred Lunt,Performed with,Jayne Mansfield,Performed with,Martin Ritt,Performed with,Rod Steiger,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romero,Cesar,,,,American,n,m,https://en.wikipedia.org/wiki/Cesar_Romero,American film and television actor,"Film, Acting, TV",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonid Sniegov,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumshinsky,Joseph,,,,"EE Jewish, American",y,m,http://www.milkenarchive.org/people/view/all/506/Joseph+Rumshinsky,Jewish composer,"Music, Theater",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Composer,Dovid Likht,Composer,Ola Lilith,Producer,Joseph Edelstein,Business Partner,Avrom Blum,Music Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saks,Gene,,,,American,y,m,https://en.wikipedia.org/wiki/Gene_Saks,American theater and film director and actor,"Theater, Film, Acting, Directing",4,,,,,,,,,,,,,,,,,Erwin Piscator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,David Vardi,Performed with,Tyrone Guthrie,Performed with,Emanuel Azenberg,Director,Reuven Vendorf,Performed with,Manny Azenberg,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schacht,Gustav,,,,"EE Jewish, South African, American",y,m,http://www.museumoffamilyhistory.com/yt/lex/S/schacht-gustav.htm,Yiddish theater actor and director,"Theater, Acting, Directing",2,Charles Adler,Father-in-law,Jacob P. Adler,In-laws,,,,,,,,,,,,,Jacob Gordin,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Performed with,Jacob P. Adler,Performed with,Maurice Schwartz,Performed with,Keni Liptzin,Performed with,Boris Thomashefsky,Performed with,Ludwig Satz,Performed with,Bertha Gersten,Performed with,Yankev Mestel,Performed with,Ida Garber,Performed with,Noah Nachbush,Performed with,Leah Naomi,Performed with,Charlotte Goldstein Chafran,Performed with,Helen Zelinskaya,Performed with,Alex Chertov,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schildkraut,Rudolph,,,,Austrian,y,m,https://en.wikipedia.org/wiki/Rudolph_Schildkraut,Austrian film and theater actor,"Theater, Film, Acting",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egon Brecher,Performed with,Wolf Barzel,Performed with,Boris Aronson,Performed with,Jacob Bergrin,Performed with,Joseph Green,Performed with,Yankev Blayfer,Performed with,Fela Biro,Performed with,Olya Libert-Lubotsky,Performed with,Max Reinhardt,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schiller,Leon,de Schildenfeld,Leon Jerzy Wojciech Schiller,,Polish,n,m,http://culture.pl/en/artist/leon-schiller,"Polish theater and film director, critic, and theater theorist","Theater, Directing, Criticism, Theory, Film",4,,,,,,,,,,,,,,,,,Gordon Craig,,,,,,,,,,,,,,,,,,,,,,,,,,Teatr Polski,Director,Polish,Warsaw,52.239448,21.015034,,,,,,,,,,,,,Teatr Reduta,Director,Polish,Warsaw,52.229676,21.012229,Vilna,54.687156,25.279651,Boguslawski Theatre,Director,Polish,Warsaw,52.229676,21.012229,Zielony Balonik,Actor,Polish,Krakow,50.064651,19.944981,"National Theater, Warsaw",Director,Polish,Warsaw,52.239448,21.015034,Folks un yugnt teater,Director,Yiddish,Lodz,51.759248,19.455983,Teatr Mały,Director,Polish,Warsaw,52.239448,21.015034,,,,,,,Karol Frycz,Director,Arnold Szyfman,Director,Richard Boleslavsky,Producer,Andrzej Pronaszko,Director,Avrom Morevsky,Director,Juliusz Osterwa,Director,Klara Segalovitch,Director,Mordechai Mazo,Director,Mikhl Vaykhert,Director,Daniel Shapiro,Director,Władysław Godik,Director,Ester Goldnberg,Director,Shloyme Kon,Director,Max Wiskind,Director,Max Wiskind,Student,Aaron Zeitlin,Director,Tadeusz Boy-Żeleński,Co-founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schlossberg,Liza,,,,EE Jewish,y,f,http://www.zchor.org/fater/schlossberg.htm,Yiddish actor,"Acting, Theater",1,Isaac Schlossberg,Daughter,Molly Pickus,Sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yiddish Folk Theater, Lviv",Actor,Yiddish,Lviv,49.839683,24.029717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simkhe Natan,Performed with,Naomi Natan,Performed with,Yankev Kurlender,Performed with,Khavel Buzgan,Performed with,Rivka Shiller,Performed with,Alex Stein,Performed with,Dovid Likht,Performed with,Yankev Reynglas,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwartz,Maurice,,,,"EE Jewish, American",y,m,https://en.wikipedia.org/wiki/Maurice_Schwartz,"Yiddish theater director and film actor, American theater director and actor, theater producer","Theater, Film, Directing, Acting, Producing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Founder,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stella Adler,Director,Joseph Buloff,Director,Reuven Vendorf,Director,Boris Aronson,Director,Leon Liebgold,Performed with/Director,Julius Adler,Performed with/Director,Avrom Morevsky,Director,Ceila Adler,Director,Zvi Scooler,Director/Performed with,Luba Kadison,Director,Dina Halpern,Director,Jacob Rotbaum,Director,Bela Belarina,Director,Miriam Kressyn,Director,Paul Baratoff,Director,Judith Malina,Director,Yankev Mestel,Performed with,Bertha Gersten,Performed with,Paul Muni,Director,Sidney Lumet,Director,Avrom Taytlboym,Director,Baruch Lumet,Director,Sidney Lumet,Director,Jacob Ben-Ami,Director,Leib Kadison,Director,Misha Fishzon,Director,Leah Naomi,Director,Noah Nachbush,Director,Luther Adler,Director,Chaim Shniur,Director,Sam Leve,Director,Mordecai Gorelik,Director,Joseph Green,Director,Mordechai Mazo,Director,Alex Stein,Director,Dovid Likht,Director,Joseph Rumshinsky,Director,Ida Garber,Director,Ben Tsion Katz,Director,Ester Orzevskaya,Director,Leonid Sniegov,Director,Yankev Blayfer,Performed with,Rivka Shiller,Director,Dovid Denk,Director,Joseph Edelstein,Colleague,Moyshe Feder,Director,Fela Biro,Director,Yankev Kurlender,Director,Dovid Likht,Manager,Ester Neroslavska,Director,Jerome Robbins,Director,Fela Biro,Director,Leola Vendorf,Director,Molly Pickus,Director,Isaac Samberg,Director,Charlotte Goldstein Chafran,Director,Dovid Tselmayster,Director,Helen Zelinskaya,Director,Leonard Nimoy,Director,Wolf Zilberberg,"Director, Performed with",Meyer Posner,Director,Shloyme Krause,Director,Benjamin Fishbein,Director,Louis Weisberg,Director,Boris Glagolin,Producer,Ben Tsion Shoenfeld,Director,Alex Chertov,Director,Natan Gaiptman,Director,Mark Schweid,Director
Schwarzbard,Sholem,,,,EE Jewish,y,m,https://en.wikipedia.org/wiki/Sholom_Schwartzbard,Yiddish poet and activist,"Literature, Activism",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scooler,Zvi,,,,American,y,m,https://en.wikipedia.org/wiki/Zvee_Scooler,American Yiddish and English actor,"Acting, Theater, Film",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,Second Avenue Theater,Actor,Yiddish,New York,40.718289,-73.991127,,,,"Yiddish Theater Unit, Federal Theater Project",Actor,Yiddish,New York,40.718289,-73.991127,Bronx Art Theater,Actor,Yiddish,"Bronx, New York",40.844782,-73.864827,,,,,,,,,,,,,,,,,,,,,,,,,Luba Kadison,Performed with,Maurice Schwartz,Performed with,Celia Adler,Performed with,Yankev Mestel,Performed with,Avrom Taytlboym,Performed with,Noah Nachbush,Performed with,Bertha Gersten,Performed with,Jacob Ben-Ami,Performed with,Paul Baratoff,Performed with,Reuven Vendorf,Performed with,Helen Beverly,Performed with,Sam Leve,Performed with,Wolf Barzel,Performed with,Ester Neroslavska,Performed with,Jerome Robbins,Performed with,Fela Biro,Performed with,Leola Vendorf,Performed with,Molly Pickus,Performed with,Helen Zelinskaya,Performed with,Mordechai Yachson,Performed with,Shloyme Krause,Performed with,Mark Schweid,Performed with,Baruch Lumet,Performed with,Luther Adler,Performed with,Norman Jewison,Performed with,Jacob Kalich,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiter,William A.,,,,American,y,m,https://en.wikipedia.org/wiki/William_A._Seiter,American film director,"Film, Directing",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Director,Groucho Marx,Director,Harpo Marx,Director,Chico Marx,Director,Lucille Ball,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheftel-Shternfeld,Sonia,,,,Israeli,y,f,http://www.museumoffamilyhistory.com/yt/lex/S/sheftel-shmuel.htm,Hebrew Actor,"Theater, Acting",1,Shmuel Sheftel,Daughter,Franya Sheftel,Daughter,Noah Nachbush,Cousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habimah,Actor,Hebrew,Tel Aviv,32.085301,34.781768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiper,Khayele,,,,EE Jewish,y,f,NONE,Yiddish actor,"Theater, Acting",2,Yoyel Bergman,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balaganeydn,Actor,Yiddish,Vilna,54.687156,25.279651,Grodno,53.666667,23.833333,Bialystok,53.132489,23.16884,Lviv,49.839683,24.029717,Gdańsk,54.352025,18.646638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yoyel Bergman,Performed with,Dovid Birnboym,Performed with,Yankev Reynglas,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoshana,Rose,Bravarska,Ester Ruda,"Ruzha Yakubovitsh, Rose Kahan, Mary Rowan","EE Jewish, American",y,f,http://jwa.org/encyclopedia/article/shoshana-rose,Yiddish actor,"Theater, Acting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riger yidishn meutim teater,Actor,Yiddish,Riga,56.949649,24.105186,,,,,,,,,,,,,VYKT,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Adler,Performed with,Ester-Rokhl Kaminska,Performed with,Zygmunt Turkow,Performed with,Misha Fishzon,Performed with,Wolf Zilberberg,Performed with,Betty Dalska,Performed with,Daniel Shapiro,Performed with,Henryk Szaro,Performed with,Yonas Turkow,Performed with,Moyshe Lipman,Performed with,Helena Gotlib,Performed with,Klara Segalovitch,Performed with,Ruth Turkow,Performed with,Diana Blumenfeld,Performed with,Yankev Kurlender,Performed with,Mikhl Vaykhert,Performed with,Isaac Samberg,Performed with,Rokhl Holtzer,Performed with,Pola Valter,Performed with,Matisyahu Kovalski,Performed with,Yankev Mestel,Performed with,Dovid Tselmayster,Performed with,Natan Gaiptman,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shumacher,Yisroel,,,,"EE Jewish, Israeli",y,m,http://www.yivoencyclopedia.org/article.aspx/Dzigan_and_Shumacher,Yiddish actor,"Theater, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Di yidishe bande,Actor,Yiddish,Kalisz,51.767281,18.085346,Vilna,54.687156,25.279651,Paris,48.856614,2.352222,Buenos Aires,-34.603723,-58.381593,Sao Paolo,-23.550521,-46.633309,Melokhishe Yidishe Miniatur-Teater,Founder,Yiddish,Bialystok,53.132489,23.16884,,,,Ararat,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyshe Broderzon,Performed with,Shimon Dzigan,Performed with,Dovid Herman,Performed with,Henekh Kon,Performed with,Judith Berg,Performed with,Avrom Morevsky,Performed with,Dina Halpern,Performed with,Rokhl Holtzer,Performed with,Khavel Buzgan,Performed with,Ruth Turkow,Performed with,Klara Segalovitch,Performed with,Isaac Samberg,Performed with,Gershon Lemberger,Performed with,Fela Garbarz,Performed with,Simkhe Natan,Performed with,Zygmunt Turkow,Performed with,Adam Domb,Performed with,Alter Kacyzne,Performed with,Ida Kaminska,Performed with,Yankev Reynglas,Performed with,Yosef Kamen,Performed with,Shimon Dzigan,Performed with,Nadia Kareni,Performed with,Jacob Rotbaum,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney,Sylvia,Kasow,Sophia,,American,y,f,https://en.wikipedia.org/wiki/Sylvia_Sidney,American theater and film actor,"Theater, Film, Acting",2,Stella Adler,Sister-in-law,Celia Adler,Sister-in-law,Luther Adler,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Performed with,Sidney Lumet,Performed with,Spencer Tracy,Performed with,Alfred Hitchcock,Performed with,Martin Ritt,Performed with,Rod Steiger,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
